Date,StockCode,Description,Country,QuantitySold,Revenue,UnitPrice
2010-12-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,48,40.8,0.85
2010-12-16,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,54,45.9,0.85
2010-12-17,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,22,36.519999999999996,1.6599999999999997
2010-12-20,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,11.01,1.012
2010-12-21,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,6,5.1,0.85
2010-12-23,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,2,3.32,1.66
2011-01-04,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,0.85,0.85
2011-01-05,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,6,9.959999999999999,1.66
2011-01-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.66,1.66
2011-01-10,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,11,10.16,1.255
2011-01-13,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-01-17,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-01-20,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-01-27,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-01-31,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-02-22,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-03-08,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-04-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,10.2,0.85
2011-04-21,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-06-01,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,2,2.48,1.24
2011-06-08,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,13,11.829999999999998,1.24
2011-06-14,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-06-23,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-06-29,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,0.85,0.85
2011-07-05,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,6,5.1,0.85
2011-07-06,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,97,70.75,1.1749999999999998
2011-07-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-07-11,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,36,30.599999999999998,0.85
2011-07-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,2,1.7,0.85
2011-07-19,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,10.2,0.85
2011-07-22,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,3,4.89,1.63
2011-07-24,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,4,3.4,0.85
2011-07-25,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,10,16.299999999999997,1.63
2011-07-27,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-07-28,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,192,138.24,0.72
2011-07-31,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Sweden,96,81.6,0.85
2011-07-31,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,48,40.8,0.85
2011-08-02,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,13,11.829999999999998,1.24
2011-08-04,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,192,138.24,0.72
2011-08-11,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,10.2,0.85
2011-08-17,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,10.2,0.85
2011-08-18,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Australia,288,207.35999999999999,0.72
2011-08-18,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,10.2,0.85
2011-08-19,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,10.2,0.85
2011-08-24,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,39,33.15,0.85
2011-08-26,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,16,13.6,0.85
2011-08-28,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,2,1.7,0.85
2011-08-30,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,6,9.78,1.63
2011-09-01,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,192,138.24,0.72
2011-09-02,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,11,10.91,1.24
2011-09-05,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,132,99.72,0.8066666666666666
2011-09-06,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,32,27.2,0.85
2011-09-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1,1.63,1.63
2011-09-08,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,6,5.1,0.85
2011-09-11,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,50,42.5,0.85
2011-09-12,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,32,27.2,0.85
2011-09-13,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Sweden,96,65.28,0.68
2011-09-13,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,576,414.71999999999997,0.72
2011-09-14,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,25,22.029999999999998,1.11
2011-09-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,108,101.16,1.24
2011-09-16,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,60,51.0,0.85
2011-09-18,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,32,27.2,0.85
2011-09-19,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,12,10.2,0.85
2011-09-20,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,36,30.599999999999998,0.85
2011-09-21,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,121,91.15,1.0125
2011-09-22,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,84,71.39999999999999,0.85
2011-09-23,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,96,69.12,0.72
2011-09-23,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,72,61.199999999999996,0.85
2011-09-25,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Portugal,12,10.2,0.85
2011-09-25,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,84,71.39999999999999,0.85
2011-09-26,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Channel Islands,12,10.2,0.85
2011-09-26,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,24,20.4,0.85
2011-09-26,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,48,40.8,0.85
2011-09-27,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,46,40.66,1.045
2011-09-28,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,71,66.59,1.1425
2011-09-29,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,96,81.6,0.85
2011-09-30,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,4,4.18,1.24
2011-10-02,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,8,6.8,0.85
2011-10-03,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,28,25.36,1.045
2011-10-04,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,48,44.699999999999996,0.98
2011-10-05,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Channel Islands,24,20.4,0.85
2011-10-05,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,88,75.58,0.9279999999999999
2011-10-06,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-10-06,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,96,81.6,0.85
2011-10-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,42,40.379999999999995,1.045
2011-10-09,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,16,13.6,0.85
2011-10-10,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,74,63.67999999999999,0.9475
2011-10-11,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-10-11,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,9,9.99,1.24
2011-10-12,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-10-12,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,66,59.22,1.045
2011-10-13,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,26,23.659999999999997,1.11
2011-10-14,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,121,91.15,1.0666666666666667
2011-10-17,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Germany,12,10.2,0.85
2011-10-17,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Sweden,96,81.6,0.85
2011-10-17,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,104,89.17999999999999,0.9475
2011-10-18,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Austria,12,10.2,0.85
2011-10-18,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,34,31.24,1.162
2011-10-19,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,24,20.4,0.85
2011-10-19,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,36,30.599999999999998,0.85
2011-10-20,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,82,69.69999999999999,0.85
2011-10-21,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,80,68.0,0.85
2011-10-23,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,3,2.55,0.85
2011-10-24,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,57,55.47,1.24
2011-10-25,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,60,52.559999999999995,0.9366666666666666
2011-10-26,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,26,22.099999999999998,0.85
2011-10-27,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Finland,12,10.2,0.85
2011-10-27,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,90,76.5,0.85
2011-10-28,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,166,128.62,0.8175
2011-10-30,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,19,16.15,0.85
2011-10-31,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-10-31,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,42,59.099999999999994,1.24
2011-11-01,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,49,41.65,0.85
2011-11-02,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,71,70.49,1.162
2011-11-03,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,74,64.46,0.98
2011-11-04,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,102,89.03999999999999,0.9475
2011-11-06,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,27,22.949999999999996,0.85
2011-11-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-11-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,217,381.35,1.0699999999999998
2011-11-08,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,France,12,10.2,0.85
2011-11-08,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,76,79.41999999999999,1.084
2011-11-09,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,104,94.64,0.98
2011-11-10,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,France,12,10.2,0.85
2011-11-10,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Spain,12,10.2,0.85
2011-11-10,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,103,87.55,0.85
2011-11-11,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,65,66.95,1.084
2011-11-13,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,288,207.35999999999999,0.72
2011-11-13,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,50,42.5,0.85
2011-11-14,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,338,507.97999999999996,1.0999999999999999
2011-11-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Germany,12,10.2,0.85
2011-11-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,54,52.13999999999999,1.0059999999999998
2011-11-16,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Germany,12,10.2,0.85
2011-11-16,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,147,121.83,1.0542857142857143
2011-11-17,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,61,55.74999999999999,0.9475
2011-11-18,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,51,44.91,1.0059999999999998
2011-11-20,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,39,33.15,0.85
2011-11-21,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-11-21,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,10,10.84,1.0059999999999998
2011-11-22,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Belgium,12,10.2,0.85
2011-11-22,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,90,87.42,0.97
2011-11-23,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,France,5,4.25,0.85
2011-11-23,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,50,42.5,0.85
2011-11-24,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,40,44.14,1.162
2011-11-25,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,27,36.989999999999995,1.0233333333333332
2011-11-27,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,23,19.55,0.85
2011-11-28,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,36,34.5,0.9475
2011-11-29,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,65,62.269999999999996,1.0233333333333332
2011-11-30,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,42,39.599999999999994,0.98
2011-12-01,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-12-01,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,60,54.9,0.9614285714285714
2011-12-02,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,94,84.58,0.9366666666666666
2011-12-04,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,EIRE,12,10.2,0.85
2011-12-04,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,24,20.4,0.85
2011-12-05,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,233,205.85,0.91
2011-12-06,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,133,109.93,0.9800000000000001
2011-12-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,France,12,10.2,0.85
2011-12-07,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,6,5.1,0.85
2011-12-08,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,64,70.0,1.1424999999999998
2011-12-09,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,56,51.49999999999999,0.98
2010-12-01,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,150,435.94,3.3790909090909094
2010-12-02,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,135,366.25,2.861111111111111
2010-12-03,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,EIRE,6,17.700000000000003,2.95
2010-12-03,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,209,660.13,3.4099999999999997
2010-12-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,27,79.65,2.95
2010-12-06,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,104,397.36,3.7209090909090907
2010-12-07,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,169,575.17,4.0175
2010-12-08,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,France,6,17.700000000000003,2.95
2010-12-08,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,49,180.07000000000002,3.6900000000000004
2010-12-09,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,92,292.12,3.161428571428572
2010-12-10,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,90,418.1,3.9240000000000004
2010-12-12,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,24,70.8,2.95
2010-12-13,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,109,322.95000000000005,3.3725
2010-12-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,33,173.75,4.223333333333334
2010-12-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,France,1,2.95,2.95
2010-12-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,70,190.5,2.8833333333333333
2010-12-16,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,49,128.55,2.85
2010-12-17,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,75,252.0,3.3600000000000003
2010-12-19,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,13,38.35000000000001,2.9500000000000006
2010-12-20,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,50,138.15,3.94
2010-12-21,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,70,261.17999999999995,5.285
2011-01-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,2,11.82,5.91
2011-01-06,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,13,41.31,4.43
2011-01-10,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,5.91,5.91
2011-01-12,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,2,11.82,5.91
2011-01-21,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,6.63,6.63
2011-01-25,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,6.63,6.63
2011-01-27,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,5.79,5.79
2011-02-04,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,12,35.400000000000006,2.95
2011-03-02,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,40,102.0,2.55
2011-04-06,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,40,102.0,2.55
2011-05-03,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,6.63,6.63
2011-05-16,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,5.79,5.79
2011-05-19,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-05-27,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,6.63,6.63
2011-06-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,6.63,6.63
2011-06-16,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,2.95,2.95
2011-06-30,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,5,14.75,2.95
2011-07-03,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,30,88.50000000000001,2.95
2011-07-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,18,53.10000000000001,2.95
2011-07-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Australia,6,17.700000000000003,2.95
2011-07-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-07-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,2.95,2.95
2011-07-17,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,40,102.0,2.55
2011-07-18,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Singapore,18,53.1,2.95
2011-07-20,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,2.95,2.95
2011-07-21,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,7,20.650000000000002,2.95
2011-07-24,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,2.95,2.95
2011-07-26,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,41,108.63,4.59
2011-07-28,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,EIRE,200,509.99999999999994,2.55
2011-07-28,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-07-31,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,80,204.0,2.55
2011-08-02,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,7,23.490000000000002,4.37
2011-08-04,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,EIRE,200,509.99999999999994,2.55
2011-08-08,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-08-11,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,12,35.400000000000006,2.95
2011-08-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,3,8.850000000000001,2.95
2011-08-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-08-16,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,6.63,6.63
2011-08-18,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,Australia,80,204.0,2.55
2011-08-18,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-08-19,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-08-21,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,5,14.750000000000002,2.95
2011-08-22,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-08-24,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,2,5.9,2.95
2011-08-26,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,6,17.700000000000003,2.95
2011-08-28,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,2.95,2.95
2011-08-30,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,80,204.0,2.55
2011-08-31,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,40,102.0,2.55
2011-09-01,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,EIRE,120,306.0,2.55
2011-09-02,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,3,12.530000000000001,4.176666666666667
2011-09-04,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,14,41.300000000000004,2.95
2011-09-05,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,76,208.20000000000002,2.85
2011-09-06,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,24,70.80000000000001,2.95
2011-09-07,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1,5.79,5.79
2011-09-08,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,3,8.850000000000001,2.95
2011-09-09,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,20,66.36,4.79
2011-09-11,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,28,82.60000000000001,2.9500000000000006
2011-09-12,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,37,111.99000000000002,3.66
2011-09-13,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,18,53.10000000000001,2.95
2011-09-14,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,76,208.20000000000002,2.87
2011-09-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,153,422.19000000000005,3.154
2011-09-16,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,79,236.73000000000002,3.358888888888889
2011-09-18,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,4,11.8,2.95
2011-09-19,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,30,88.50000000000001,2.95
2011-09-20,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,335,860.25,2.85
2011-09-21,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,24,87.84,3.518
2011-09-22,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,EIRE,6,17.700000000000003,2.95
2011-09-22,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,145,411.75000000000006,2.913636363636364
2011-09-23,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,123,350.53000000000003,3.278
